keywords,likes,tweets
COVID-19,3,I'm embarrassed for you
COVID-19,12,Why do I feel like COVID-19 mutated itself into POLLEN-23?🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧
COVID-19,0,"Nothing that comes out of AP can be trusted. For some unknown reasons, they are not interested in Hunter Biden story,  Twitter files, or Covid-19 origin stories.  But,  without proof, they're convinced that 2020 election ad the most fair in history!"
COVID-19,0,"Mexico is an Ally of the US, and millions of Mexican people have contributed to the US Economy for years, there a legendary saying, “never bite the hand that feeds you”. Fentanyl was created in by US and you know it. Just like Covid-19 was."
COVID-19,87,Alberta legislature member Thomas Dang sentenced for hacking COVID 19 vaccine portal  |
COVID-19,2,"”In March, those [$200] benefits from SNAP, which were raised three years earlier in response to the COVID-19 pandemic, fell to just $23 per month — the minimum for an individual recipient.”Great reporting from"
COVID-19,1,"The AJ cone type, as well as creating harder pressure points, also does not feel like it always has the best seal at the nose bridge. Sometimes I hear whistling from that seal and am concerned."
COVID-19,768,It was a real honor to interview with  and . If you want to understand the #COVID19 murder protocols in hospitals this article and interview explain it.
COVID-19,1,"I could imagine this. COVID-19, in the early stages, was doing something very unique to the lungs. I believe some doctors even tried to blog about it on Youtube, as them not having seen anything like it before, almost like it was a ""new thing""."
COVID-19,0,"Yay, for new mRNA, RNA, and DNA vaccines for livestock. Does this mean more poison will enter our bodies within the next few years? They could not get us all with the Covid-19 vaccines, so will they inject us with this material through our food supply?"
COVID-19,0,"He was comparing the number of people who died of Covid-19 in Florida to the number who did in NY, he is factually correct."
COVID-19,1,A revenge on covid19
COVID-19,0,"The phrase ""you will own nothing and be happy"" is  attributed to Klaus Schwab, The quote is taken out of context and misrepresented. In Schwab's book ""COVID-19: The Great Reset,"" he discusses the need for reimagining capitalism and adapting to the changes brought about by the COVID-19 pandemic. The phrase is part of a broader discussion about the potential impact of technology on society and that access to goods and services might become more important than traditional ownership."
COVID-19,0,#COVID19 TYRANNY 🇿🇦 Africa's Doctors Under ATTACK From Controversial HEALTH Bodies 👀
COVID-19,0,Autopsy of Fatal Delta Variant in a Fully Vaccinated ManFindings Suggest Complete Failure of Pfizer-BioNTech COVID-19 Vaccine Induced Antibodies
COVID-19,2,"Enorme onderschatting #COVID19 infecties, doden en long COVID."
COVID-19,0,"USA has given the world massive inflation, put us on the brink of WW3 and killed millions with their Covid-19 biolab leak in Wuhan. You're being played by the media because no one respects Biden or the current USA administration."
COVID-19,1,It's also the one that puts the least pressure on the top of my nose like AJ cone type whilst also not pressing on my ears!  If only it had fabric straps that AJ does! Unfortunately the straps lose their tension quickly. I have to be careful not to snap them at #gymnastics.
COVID-19,0,"Healthy &amp; COVID-19 Vaccinated? Join our research study. Non-smoking males and females age 18-55. Females must be of non-childbearing potential. Compensation up to $6,000.#ICONEarlyPhaseServices #Healthy"
COVID-19,2,"We are sad to report that 2 more SLO County residents have died from COVID-19 in recent weeks, and 12 are currently hospitalized with COVID-19.5 wastewater sites reported data for this week.Some sections on our dashboard have been removed or changed:"
COVID-19,1,"From Friday, May 12, to Friday, May 19, 144 COVID-19 Cases were reported to the Corpus Christi-Nueces County Public Health District. See the report at .#yourpublichealth"
COVID-19,0,"How Bad is My Batch  📷Batch codes and associated deaths, disabilities and illnesses for Covid 19 Vaccines"
COVID-19,1,The use of depleted uranium D-38 in Europe's war
COVID-19,0,"the total Covid-19 deaths per million across countries, as of May 2023,  provide clear evidence: New Zealand – 538; Japan – 602; South Korea –  666; Australia – 779; Norway – 1,000; Netherlands – 1,309; Canada –  1,358; Ireland – 1,765; Sweden – 2,287;"
COVID-19,0,"NPP government has managed Ghana well before,during and after covid 19 pandemic...The economy is on the track of bouncing back strongly after shocks from covid 19,R-U war"
COVID-19,61,The complicated story of a Marine who spent 113 days in the brig after refusing the COVID-19 vaccine
COVID-19,4,"No Appointment Needed! Remember, you can get your flu shot at the same time you get your COVID-19 vaccine. Vaccinations are especially important for those who have other illnesses, like diabetes. Find a vaccine clinic at"
COVID-19,0,This report includes analysis before and after the covid-19 pandemic. The final report also includes an examination of the impact of both the russia-ukraine war and covd-19 on this industry. Data from the u bureau of economic analysis and t
COVID-19,2,I go for the same but FFP3 instead. Every little helps I think! To stop yet more percentage points of unfiltered air getting into my airways!
COVID-19,0,Please    .
COVID-19,1,"The Lawfare Podcast: The Shadow DocketIn recent years, the Supreme Court's non-merits “shadow docket” has become a topic of contestation and controversy, especially the Court's emergency orders rulings on issues ranging from immigration to abortion to Covid-19 restrictions. To discuss these issues, Jack Goldsmith sat down with Stephen Vladeck, the Charles Alan Wright Chair in Federal Courts at the University of Texas School of Law, who is the author of a new book entitled, “The Shadow Docket: How the Supreme Court Uses Stealth Rulings to Amass Power and Undermine the Republic.” They discussed the origins of the contemporary shadow docket in some 1973 emergency orders related to the bombing of Cambodia, why the Court’s shadow docket has grown in prominence in recent years, what's wrong with the shadow docket, and how to fix it."
COVID-19,0,"botsentinal, fact checkers, covid-19 predictions,wiki, climate crisis predictions.They all have one thing in common, funded by leftists.Where's the balance?"
COVID-19,0,"It looks like smoke too, coming from the road. It sort of is! It's the heaviest subset of hydrocarbons from crude oil."
COVID-19,9,#SaveOneSaveAll It’s beyond COVID-19 vaccines Get fully vaccinated💪🏽
COVID-19,15,"Kennedy argues Donald Trump's COVID-19 body count of 392,641 was not high enough. The fascist ideologue Tucker Carlson calls him ""one of the most remarkable people we have met."" Trump Strategist Steve Bannon says he would an “excellent choice"" for Trump's running mate."
COVID-19,0,I would really want the highways people who were replacing the road surface on my street today to be given substantial comfortable elastomeric respirators (maybe full face) so they stop breathing in the horrible fumes from the bitumen every day 😵
COVID-19,0,Take a look at this . It is very worrying
COVID-19,0,People know the TRUTH  let's be crystal clear this is a plandemic. 💉💉💉Covid-19 is code for the flu 🤧. We have bodily autonomy and freedom of choice this is non negotiable.
COVID-19,103,"🚨Repeat #COVID19 infections increase your risk for both hospitalization and #LongCovid.🚨Repeat #COVID19 infections increase your risk for both hospitalization and #LongCovid.So... What about ""hybrid immunity"" many ""experts"" promoted as ""the best protection against Covid""?🤔"
COVID-19,2,"I was outside at work, on break, &amp; a co-worker came up to the picnic table.  He was coughing and breathing so very hard that I asked him if he was OK.  [He had Covid-19 last month his 3rd bout. It's all good though because he's [Just a hoax-nothing but a cold] He couldn't breathe"
COVID-19,0,"Thank you! I stopped borrowing books from the library because of Covid19. They hardly ever clean them. And, I want to have a book like that on my bookcase!"
COVID-19,1,"The only way that new #Nuremberg2 trial can be achieved (minus the death penalty, which I oppose) is by the coming to power of the working class. That requires a socialist internationalist leadership that  will be the sole world builder of."
COVID-19,0,"Since the start of the pandemic, 1,164,012 Americans have died from #COVID19 (16.9% of all deaths worldwide). That is about the same as 2,784 Great Hinckley Fires which killed 418 people in 1894:"
COVID-19,0,"The CDC changed the vaccine schedule in February to recommend COVID-19 vaccine doses for children as young as 6 months old. If determined to be part of the federal rulemaking process, Congress could overturn the new shot schedule.  (depopulation?)"
COVID-19,1,Wish I could just walk out of my job and come back when I want
COVID-19,0,It’s Covid 19
COVID-19,0,#COVID-19 #coronavirus lessons must never be forgotten ... | #Asia | #SARSCoV2 | #HongKong | #infections | #COVID19 | #PublicHealth | Via
COVID-19,27,"one would expect the death toll from the Covid–19 virus to be abnormally high in employed groups most in contact with the general public, namely shop workers, police and teachers. Covid was, after all, reported many times as a ‘once-in-a-century’ event"
COVID-19,20,🇭🇺The number of Hungarians seeking medical help with severe acute respiratory illnesses has surprisingly risen on the 19th week of 2023 after a steady fall since 9th week. We no longer publish separate reports on the latest COVID-19 statistics.
COVID-19,0,We can't wait to see you there to give you more information on health and wellness! #healthfair #healthandwellness #healthyliving #covid19 #ATCPHD #cityofabilene
COVID-19,0,"Justice Gorsuch on #COVID-19 and Emergency Government . Think of all those #Fortune500 companies, soy boy #ceo’s, ferry #governors etc etc etc locked you down, kept you from loved ones many who died all for what?"
COVID-19,10,"The majority of direct-care workers – mostly women of color –  are paid low wages, live in poverty, and lack paid sick leave. This leads to higher COVID-19 risks."
COVID-19,0,"() – The COVID-19 federal Public Health Emergency is set to end Thursday, but an important extension will preserve flexibility for telemedicine."
COVID-19,0,"Hate against Asian American Pacific Islander (AAPI) populations have risen during the COVID-19 pandemic. Together, we can stop it.Learn how and report a hate incident in your language at #Respond2Racism #StopAAPIHate #StopAsianHate"
